Surname,First name(s),Full name,Father's occupation,F occ grouping,Married surname,Husband's occupation,H occ grouping,Family Tree,Birthdate,Year of birth,Place of birth,Region of birth,Wikidata identifier of place,Country born,Grouped country born,Parental birthplace,Parental group,Religion,Date of death,Year of death,Place of death,Wikidata death,Region of death,Year of student registration,College,Col2,Region of College,First Qual,Group,Primary Qual,Other,1890 Location,Location 1900,Location 1905,Location 1907,Location 1908,Location 1910,Region 1910,Region 1915,Specialism,Position 1915,Region 1925,Specialism 1925,Position 1925,Missionary,India connection,China Connection,War experience,Type of war service,Obituary,Age at reg as a doctor,Age at death,Age at registration as a students,Length of study,Comments,(for Scots) Fees paid,Notes
O'Flynn,Sarah Mary Josephine,Sarah Mary Josephine O'Flynn,Wool miller,Manufacturer,Winstedt,FMS civil servant,Official,Yes,,1888,County Clare,Munster,,Ireland,Ireland,Ireland,Ir/Ir,Catholic,,1972,Hampshire,,England,1907,EMCW/ESMW,Edinburgh,Scotland,1912,Edinburgh,Edinburgh,,,,,,,,,,,,,,,,,,Malta att to RAMC,Malta,,24,84,19,5,Arrested as suffragette 1910; joined the colonial medical service,,
Orchard,Ethel Adelaide,Ethel Adelaide Orchard,Methodist minister,Minister,Sands,Auctioneer,Retail,Yes,4 Oct 1881,1881,Shepparton,Victoria,Q707030,Australia,Empire,England/Ireland,Eng/Ir,Methodist,,1966,NZ,,Australasia,1900,EMCW,Edinburgh,Scotland,1908,Edinburgh,Triple,,,,,,,Christchurch,NZ,,,,,,,,,,,,,27,85,19,8,,,
Palmer,Jane Murray Sophie,Jane Murray Sophie Palmer,CoE Minister,Minister,Heard,IMS,Medical,Yes,,1873,"Standwick, Yorks N",North of England,,England,England,England/Scotland,Eng/Scot,Anglican,,1954,Somerset,,England,1896,EMCW,Edinburgh,Scotland,1902,Edinburgh,Edinburgh,,,,,Simla,,,,,,,,,,,"Worked, Punjab",,,,,29,81,23,6,,31.1,
Paterson,Dora Elizabeth,Dora Elizabeth Paterson,Free Church Minister,Minister,Wheeler,Doctor,Medical,Yes,,1887,Edinburgh,SE Scotland,Q23436,Scotland,Scotland,Scotland,Scot/Scot,Presbyterian,,1965,Lancashire,,England,1904,ESMW2,Edinburgh,Scotland,1910,Edinburgh,Edinburgh,,,,,,,Accrington,England,,,,,,,,,,,,,23,78,17,6,,109.4,
Pearse,Margaret Elizabeth,Margaret Elizabeth Pearse,Missionary,Minister,Alden,Journalist & lecturer,Official,Yes,,1867,Madagascar,Africa,,Madagascar,Other,England/Scotland,Eng/Scot,Congregational,,1958,Essex,,England,1886,ESMW,Edinburgh,Scotland,1890,Edinburgh,Triple,MD Berne 1892,,London,London,Essex,,Essex,England,,,,,,,,,,,,,23,91,19,4,,,
Pepper,Mary Churchill,Mary Churchill Pepper,Lieutenant-Colonel,Army Officers,McKaig,Medical missionary,Medical and Minister,Yes,,1875,Hampshire,South of England,,England,England,Ireland/England,Ir/Engl,Anglican,,1958,Mayo,,Ireland,1895,EMCW,Edinburgh,Scotland,1900,Edinburgh,Edinburgh,,,,,Kalimpong,,,,,,,,,,,"Worked, Bengal",,,,,25,83,20,5,,,
Pierce,Winifred Jane,Winifred Jane Pierce,Indian Subordinate Medical Service,Medical,Waters,Doctor,Medical,Yes,19 Nov 1870,1870,Gwalior,India,,India,India & Ceylon,Anglo-Indian/Australia,SA/Oth,,,1951,Gloucester,,England,1890,ESMW,Edinburgh,Scotland,1897,Edinburgh,Edinburgh,,,,,,,Jamalpur & Mussoorie,India,India,Physician,"Consultant, European Cottage Hospital",India,Physician,"Consultant, European Cottage Hospital",Dufferin,"Born & Worked, Bihar & UP",,,,,27,81,20,7,,,
Plum,Margarethe,Margarethe Plum,Wholesaler,Wholesaler,Marriner,Doctor,Medical,Yes,,1886,Denmark,Denmark,,Denmark,Other,Danish,Oth/Oth,Lutheran,,1947,Kent,,England,1907,EMCW,Edinburgh,Scotland,1913,Edinburgh,Edinburgh,,,,,,,,,,,,,,,,,,,,,27,61,21,6,,,
Porter,Agnes Ellen,Agnes Ellen Porter,Tea planter,Farmer,Miller,Lawyer,Legal,Yes,,1881,Ceylon,Ceylon,,Ceylon,India & Ceylon,Scotland,Scot/Scot,,,1956,Edinburgh,,Scotland,1900,EMCW & Strasbourg,Edinburgh,Scotland,1906,Edinburgh,Edinburgh,MD Ed 1909,,,,,,Edinburgh,Edinburgh,Edinburgh,DPH,Carnegie Research fellow,,,,,Born,,Valjevo 1-Aug-15 12-Feb-16,SWHFS,,25,75,19,6,,?,
Pratt,Dorothy Ellen,Dorothy Ellen Pratt,Business Manager In India,Commerce,,,,Yes,,1870,Calcutta,India,Q1348,India,India & Ceylon,Anglo-Indian,SA/SA,Anglican,,1918,Basingstoke,,England,1890,EMCW,Edinburgh,Scotland,1898,Edinburgh,Edinburgh,,,,,Srinigar,,,,,,,,,,Dufferin,"Born & Worked, Kashmir",,Malta,Malta,,28,48,20,8,"Calcutta 1890, UK 1896/7",,
Price,Florence Margaret Sarah,Florence Margaret Sarah Price,Doctor,Medical,Thomas,Surgeon,Medical,Yes,,1880,Glamorgan,Wales,,Wales,Wales,Wales,Eng/Eng,Anglican,,1957,Dorset,,England,1899,EMCW,Edinburgh,Scotland,1904,Edinburgh,Edinburgh,,,,,Carmarthen,,,,,,,,,,,,,,,,24,77,19,5,,,
Pringle,Agnes Melville,Agnes Melville Pringle,Farmer & Currier,Farmer,,,,Yes,,1871,Edinburgh,SE Scotland,Q23436,Scotland,Scotland,Scotland,Scot/Scot,,,1947,Edinburgh,,Scotland,1897,EMCW,Edinburgh,Scotland,1902,Edinburgh,Edinburgh,,,,,Morpeth,,,,c/o Edinburgh,DPH,NS,Newcastle-upon-Tyne,DPH,ASMO Newcastle,,,,,,,31,76,26,5,,?,
Pringle,Isabella Ferrier,Isabella Ferrier Pringle,Hosier & Stationer,Retail,,,,Yes,,1876,Edinburgh,SE Scotland,Q23436,Scotland,Scotland,Scotland,Scot/Scot,,,1963,Edinburgh,,Scotland,1904,ESMW2,Edinburgh,Scotland,1909,Edinburgh,Edinburgh,,,,,,,,,,,,,,,EMMS,,"Manchuria, 1911-16",,,23285,33,87,28,5,,108.3,
Pringle,Julia Letitia,Julia Letitia Pringle,Solicitor,"Legal, accounts,para-legal",,,,Yes,,1879,Edinburgh,SE Scotland,Q23436,Scotland,Scotland,Scotland,Scot/Scot,Presbyterian,,1960,Edinburgh,,Scotland,1898,EMCW,Edinburgh,Scotland,1903,Edinburgh,Edinburgh,,,,,Edinburgh,,,,Dundee,Ophthalmology,Asst Opth Dundee Eyee Inst,,,,,,,,,22098,24,81,19,5,,,
Pugh,Laura Williams,Laura Williams Pugh,Flannel manufacturer,Manufacturer,,,,Yes,,1875,Machynlleth,Wales,,Wales,Wales,Wales,Eng/Eng,,,1926,Cardiff,,Wales,1903,Birmingham & Edinburgh,Edinburgh,Scotland,1908,Edinburgh,Edinburgh,,,,,,,NS,NS,London,NS,AMO West Ham Union Asylum,London,NS,AMO West Ham Union Asylum,,,,,,,33,51,28,5,,,
Pycroft,Edith Gertrude,Edith Gertrude Pycroft,Dentist,Paramedical,Benischowitz,Lawyer,Legal,Yes,,1883,Edinburgh,SE Scotland,Q23436,Scotland,Scotland,England,Eng/Eng,Anglican,,1980,Cape Town,,Africa,1901,EMCW,Edinburgh,Scotland,1906,Edinburgh,Edinburgh,,,,,,,,,,,,,,,,,,,,,23,97,18,5,,122.17,
Ramsay,Mabel Lida,Mabel Lida Ramsay,Naval paymaster,Official,,,,Yes,,1878,Surrey,South of England,,England,England,Malta/Bermuda,Oth/Oth,Anglican,,1954,Sheffield,,England,1900,EMCW,Edinburgh,Scotland,1906,Edinburgh,Edinburgh,,,,,,,,,,,,,,,,,,Women's Imperial Service League,,19906,28,76,22,6,,,
Rankine,Mary Doughty,Mary Doughty Rankine,Wholesale Boot Factor,Wholesaler,,,,Yes,,1887,Edinburgh,SE Scotland,Q23436,Scotland,Scotland,Scotland,Scot/Scot,,,1970,Essex,,England,1905,ESMW2,Edinburgh,Scotland,1912,Edinburgh,Edinburgh,,,,,,,,,Edinburgh,NS,NS,,,,,,,,,,25,83,18,7,,?,
Rees,Myfanwy Dyfed,Myfanwy Dyfed Rees,Missionary,Minister,Witney,Missionary,Minister,Yes,,1883,Denbigh,Wales,,Wales,Wales,Wales,Eng/Eng,Congregational,,1951,Sussex,,England,1903,EMCW,Edinburgh,Scotland,1908,Edinburgh,Edinburgh,,,,,,,,,Edinburgh or Hankow,NS,NS,Madras,NS,Women's hospital,EMMS,"Worked, Madras, 1920 to 1940",,,,,25,68,20,5,Doctor to political prisoners in Madras,,
Richardson,Barbara,Barbara Richardson,Farmer,Farmer,,,,Yes,,1881,Derbyshire,East Midlands,,England,England,England,Eng/Eng,Methodist,,1964,Nottingham,,England,1902,EMCW,Edinburgh,Scotland,1907,Edinburgh,Edinburgh,,,,,,,"Medak, Hyderabad",India,,,,Medak,NS,NS,Wesleyan,"Worked, Hyderabad",,Royaumont 2-May-18 4-Nov-18,SWHFS,,26,83,21,5,,,
Richardson,Catherine Mary,Catherine Mary Richardson,Leather manufacturer,Manufacturer,,,,Yes,,1874,Newcastle,North of England,,England,England,England,Eng/Eng,Quaker,,1957,Northumberland,,England,1894,Durham & EMCW,Edinburgh,Scotland,1900,Edinburgh,Edinburgh,,,,,Sunderland,,,,,,,,,,,,,,,21276,26,83,20,6,,,
Ritchie,Beatrice May,Beatrice May Ritchie,Civil Engineer,Engineer,Russell,Doctor,Medical,Yes,,1872,Perth,Central Scotland,,Scotland,Scotland,Scotland,Scot/Scot,Presbyterian,,1962,Edinburgh,,Scotland,1890,ESMW & EMCW,Edinburgh,Scotland,1894,Edinburgh,Triple,,,,Edinburgh,"8 Walker St, Edinburgh",,,Edinburgh,Edinburgh,NS,NS,Edinburgh,NS,NS,No,,,,,,22,90,18,4,Mother's first marriage in India,,
Robertson,Eva Anne,Eva Anne Robertson,Farmer,Farmer,,,,,,1880,Dunkeld,Central Scotland,,Scotland,Scotland,Scotland,Scot/Scot,,,1974,Dunkeld,,Scotland,1898,EMCW,Edinburgh,Scotland,1903,Edinburgh,Edinburgh,CDTC,,,,,,Dunkeld,Scotland,Perthshire,NS,NS,,,,,,,,,,23,94,18,5,,47.5,
Robertson,Jean or Jane Fraser,Jean or Jane Fraser Robertson,Free Church Minister,Minister,Mills,Civil engineer,Engineer,Yes,,1870,Edinburgh,SE Scotland,Q23436,Scotland,Scotland,Scotland,Scot/Scot,Presbyterian,,1943,Sussex,,England,1888,ESMW,Edinburgh,Scotland,1892,Edinburgh,Triple,,,,,,,Kent,England,,,,,,,,Husband retired civil engineer,,,,,22,73,18,4,,,
Robertson,Jean Sinclair Dobson,Jean Sinclair Dobson Robertson,Inland Revenue Excise Officer,Government official,,,,Yes,,1872,Alness,Highlands & Islands,Q582452,Scotland,Scotland,Scotland/England,Scot/Engl,Anglican,,1908,Edinburgh,,Scotland,1891,ESMW,Edinburgh,Scotland,1899,Edinburgh,Triple,,,,,,,,,,,,,,,No,,,,,,27,36,19,8,,,
Robertson,Margaret Helen,Margaret Helen Robertson,Chemist & Druggist,Paramedical,Hutton,Doctor,Medical,Yes,,1881,Mull,Highlands & Islands,,Scotland,Scotland,Scotland,Scot/Scot,,,1968,Dorset,,England,1899,EMCW,Edinburgh,Scotland,1904,Edinburgh,Edinburgh,,,,,Oban,,Oldham,England,,,,,,,,,,,,,23,87,18,5,,74.11,
Robinson,Agatha Mary,Agatha Mary Robinson,Engineer,Engineer,Clark,Broker,Commerce,Yes,,1882,Bhagalpur,India,Q760714,India,India & Ceylon,NK,NK/NK,Baptist,,1916,Glamorgan,,Wales,1902,ESMW2,Edinburgh,Scotland,1909,Edinburgh,Edinburgh,,,,,,,,,,,,,,,,Born,,,,,27,34,20,7,,,
Robinson,Amy,Amy Robinson,Shipowner and shipbroker,Commerce,,,,Yes,,1880,Northumberland,North of England,,England,England,England,Eng/Eng,Presbyterian,,1953,Whitley Bay,,England,1898,EMCW,Edinburgh,Scotland,1903,Edinburgh,Edinburgh,CDTC; MD Ed 1909,,,North Shields,North Shields,,Bhagalpur,India,North Shields,NS,NS,North Shields,NS,MS Infant consultations,CSZMS,"Worked, Bihar",,,,,23,73,18,5,,,
Rose,Lizzie,Lizzie Rose,Chartered Accountant,"Legal, accounts,para-legal",,,,Yes,,1872,Eskbank,SE Scotland,,Scotland,Scotland,Scotland,Scot/Scot,Presbyterian,,1931,Preston,,England,1905,ESMW2,Edinburgh,Scotland,1910,Edinburgh,Edinburgh,,,,,,,,,,,,,,,,,,,,,38,59,33,5,,?,
Ross,Mabel,Mabel Ross,Solicitor,"Legal, accounts,para-legal",,,,,,1877,Edinburgh,SE Scotland,Q23436,Scotland,Scotland,Scotland,Scot/Scot,Presbyterian,,1904,Leith,,Scotland,1898,EMCW,Edinburgh,Scotland,1903,Edinburgh,Edinburgh,CDTC,,,,,,,,,,,,,,,,,,,,26,27,21,5,,,
Ross,Marguerita Clara Anne,Marguerita Clara Anne Ross,"Superintendent, Indian civil service",Government official,Wight,Medical Missionary,Medical and Minister,Yes,,1881,Calcutta,India,Q1348,India,India & Ceylon,Anglo-Indian,SA/SA,Presbyterian,,1914,At sea,,Other,1902,Edinburgh,Edinburgh,Scotland,1908,Edinburgh,Edinburgh,,,,,,,Edinburgh,Edinburgh,,,,,,,EMMS,Born,,,,,27,33,21,6,,54.14,
Ross,Sheila Margaret,Sheila Margaret Ross,Free Church Minister,Minister,,,,Yes,,1874,Appin,Highlands & Islands,Q1404409,Scotland,Scotland,Scotland,Scot/Scot,Presbyterian,,1962,Kent,,England,1898,EMCW,Edinburgh,Scotland,1904,Edinburgh,Edinburgh,,,,,,,,,,,,,,,,,,,,,30,88,24,6,,,
Rougvie,Annie Moss Morrison,Annie Moss Morrison Rougvie,Insurance clerk,Official,,,,Yes,17 Apr 1888,1888,Edinburgh,SE Scotland,Q23436,Scotland,Scotland,Scotland,Scot/Scot,,27359,1974,London,,England,1906,ESMW2,Edinburgh,Scotland,1911,Edinburgh,Edinburgh,,,,,,,,,Edinburgh,NS,NS,,,,,,,Malta,Malta,,23,86,18,5,,,
Sampson,Katharine Constance,Katharine Constance Sampson,ICS retired,Official,Mackillop Young,Free Church Minister,Minister,Yes,,1873,Ilkley,NE England,,England,England,England,Eng/Eng,Anglican,,1942,Edinburgh,,Scotland,1894,EMCW,Edinburgh,Scotland,1899,Edinburgh,Triple,,,Darlington,,China,,China,China,,,,,,,EMMS,,"Worked, mission",,,,26,69,21,5,,,
Sandeman,Laura Stuart or Stewart,Laura Stuart or Stewart Sandeman,Cotton spinning manager,Commerce,,,,Yes,,1862,Lancashire,NW England,,England,England,Scotland,Scot/Scot,Anglican,,1929,Aberdeen,,Scotland,1895,Dundee & EMCW,Edinburgh,Scotland,1900,Edinburgh,Edinburgh,,,,,Aberdeen,,,,,,,,,,,,,Girton Newnham 8-May-15 1-Sep-15,SWHFS,July 1929 (includes photograph),38,67,33,5,,,
Saunders,Elsie Blair,Elsie Blair Saunders,Architect,Official,Chambers,IMS,Medical,Yes,,1879,Kettering,East Midlands,,England,England,England,Eng/Eng,,,1954,Hertfordshire,,England,1899,LSMW & EMCW,Edinburgh,Scotland,1906,Edinburgh,Edinburgh,,,,,,,,,,,,,,,,"Worked, Bangalore, 1920",,,,,27,75,20,7,,70.7,
Sayba,Anissa,Anissa Sayba,NK,NK,,,,Yes,,1870,Syria,Asia,,Other,Other,Syrian,Oth/Oth,Evangelical,,1944,Cairo,,Africa,1894,LSMW & EMCW,Edinburgh,Scotland,1899,Edinburgh,Edinburgh,,,,,"Cairo, Egypt",,,,,,,,,,,,,,,,29,74,24,5,,,
Schaeffer later Shepherd,Charlotte Dorothy,Charlotte Dorothy Schaeffer later Shepherd,Missionary,Minister,,,,Yes,,1885,"Tranquebar, Madras",India,,India,India & Ceylon,Germany,Oth/Oth,Lutheran/CoE,,1952,London,,England,1903,EMCW,Edinburgh,Scotland,1910,Edinburgh,Edinburgh,,,,,,,,,,,,,,,,Born,,,,,25,67,18,7,,,
Scott,Dorothy Mary,Dorothy Mary Scott,Solicitor,"Legal, accounts,para-legal",,,,Yes,,1885,"York, E Riding",NE England,,England,England,England,Eng/Eng,Anglican,,1962,Yorkshire,,England,1907,EMCW,Edinburgh,Scotland,1912,Edinburgh,Edinburgh,,,,,,,,,,,,,,,,"Worked, Delhi, 1925-30",,,,,27,77,22,5,,,
Scott,Jessie Anne,Jessie Anne Scott,Farmer,Farmer,,,,Yes,,1883,Canterbury,Canterbury,,New Zealand,Empire,Scotland,Scot/Scot,,,1959,Christchurch,,Australasia,1904,ESMW2,Edinburgh,Scotland,1909,Edinburgh,Edinburgh,,,,,,,,,,,,,,,,,,America Unit 4-Aug-16 1-Jan-17,SWHFS,,26,76,21,5,,107.2,
Selkirk,Elizabeth Thomson,Elizabeth Thomson Selkirk,Free Church Minister,Minister,,,,Yes,,1876,Aberdeen,NE Scotland,Q36405,Scotland,Scotland,Scotland/Ireland,Scot/Ir,Presbyterian,,1948,Edinburgh,,Scotland,1895,EMCW,Edinburgh,Scotland,1900,Edinburgh,Edinburgh,,,,Sialkot,Edinburgh,,,,Edinburgh,NS,RMO Craigleith Poorhouse,,,,,"Worked, Punjab",,,,,24,72,19,5,,18.18,
Shand,Maud Tresillian,Maud Tresillian Shand,Gentleman,Landowner & Gentleman,Féré then McFarlane,Doctor then sheep farmer,Medical,Yes,,1876,Christchurch,New Zealand,,New Zealand,Empire,England/USA,Eng/Oth,,,1965,"Christchurch, NZ",,Australasia,1896,ESMW2,Edinburgh,Scotland,1909,Edinburgh,Triple,,,,,,,,,,,,,,,,,,,,,33,89,20,13,"1896 NZ, 1908 Edinburgh",,
Sharp,Alice Cameron,Alice Cameron Sharp,House factor,Official,Cameron,Doctor,Medical,Yes,,1883,Glasgow,West of Scotland,Q4093,Scotland,Scotland,Scotland,Scot/Scot,,,1942,Morayshire,,Scotland,1900,EMCW,Edinburgh,Scotland,1907,Edinburgh,Edinburgh,,,,,,,Glasgow,Scotland,Glasgow,NS,NS,,,,,,,Valjevo 1-Apr-15 22-Sep-15,SWHFS,,24,59,17,7,,,
Shawyer,Daisy Liddiard,Daisy Liddiard Shawyer,Chemist & Druggist,Paramedical,Longland,Missionary,Minister,Yes,,1883,Wiltshire,SW England,,England,England,England,Eng/Eng,,,1963,Reading,,England,1905,EMCW,Edinburgh,Scotland,1910,Edinburgh,Edinburgh,,,,,,,,,,,,,,,EMMS/Congo,,,,,,27,80,22,5,Huband missionary in Mozambique/Congo,,
Simson,Mary Harriet,Mary Harriet Simson,ICS Officer,Government official,Macnicol,Medical Missionary,Medical,Yes,,1871,Edinburgh,SE Scotland,Q23436,Scotland,Scotland,Scotland/Anglo-Indian,Scot/SA,Presbyterian,,1963,Edinburgh,,Scotland,1891,EMCW,Edinburgh,Scotland,1895,Edinburgh,Triple,,,,Ranaghat,"Mission hospital, Burdwan",,Fife,Scotland,Fifeshire,NS,NS,Edinburgh,NS,"MO, Bruntsfield Hospital","Ranaghat, UFC","Worked, Bengal",,,,23468,24,92,20,4,,,
Sinclair,Mary Frances,Mary Francis Sinclair,Free Church Minister,Minister,Bishop,Doctor,Medical,Yes,,1864,Perthshire,Central Scotland,,Scotland,Scotland,Scotland/American,Scot/Oth,Presbyterian,,1951,Cornwall,,England,1888,ESMW & EMCW,Edinburgh,Scotland,1894,Edinburgh,Triple,,,,,Guernsey,,Edinburgh,Edinburgh,,,,,,,,,,,,,30,87,24,6,,,
Smith,Annie Caroline,Annie Caroline Smith,Missionary,Minister,,,,Yes,,1867,Belgaum,India,,India,India & Ceylon,England,Eng/Eng,Congregational,,1963,Canada,,America,1891,ESMW,Edinburgh,Scotland,1895,Edinburgh,Triple,,,,,,,Gujarat,India,India,NS,Mission hospital,India,NS,Mission hospital,CoSM,"Born & Worked, Bombay",,,,,28,96,24,4,,,
Smith,Margaret Merry,Margaret Merry Smith,Farmer,Farmer,Brotherston,Solicitor,Legal,Yes,12 Oct 1877,1877,Wigtownshire,SW Scotland,,Scotland,Scotland,Scotland,Scot/Scot,Presbyterian,26223,1971,Edinburgh,,Scotland,1896,EMCW,Edinburgh,Scotland,1901,Edinburgh,Edinburgh,,,,,Stockport,,Edinburgh,Edinburgh,,,,,,,,,,,,26330,24,94,19,5,,,
Snowball,Eva Maud,Eva Maud Snowball,Draper,Retail,Cavanagh then Sutherland,Doctor then ?,Medical,Yes,,1871,Newcastle,North of England,,England,England,England,Eng/Eng,,,1964,Canada,,America,1898,EMCW,Edinburgh,Scotland,1903,Edinburgh,Edinburgh,,,,,Sheffield,,Sheffield,England,,,,,,,,,,,,,32,93,27,5,,39.18,
Sproull,Eleanor Rosina,Eleanor Rosina Sproull,Solicitor,"Legal, accounts,para-legal",,,,Yes,22 Sep 1867,1867,Carrickfergus,Ulster,Q1020354,Ireland,Ireland,Ireland,Ir/Ir,CoI,,1958,Staines,,England,1895,Belfast & EMCW,Edinburgh,Scotland,1900,Edinburgh,Edinburgh,,,,,Huddersfield,,,,,,,,,,,,,,,,33,91,28,5,,,
Stanley,Helen Willett,Helen Willett Stanley,Naval Captain,Army Officers,Fairley,Doctor,Medical,Yes,31-Oct-1873,1873,Calais,France,,France,Other,England/NK,Eng/NK,Anglican,,1944,Birmingham,,England,1892,EMCW,Edinburgh,Scotland,1897,Edinburgh,Triple,,,,Birmingham,Birmingham,,Birmingham,England,Birmingham,NS,Private practice,Birmingham,NS,Private practice,No,,,,,16254,24,71,19,5,,,
Starmer,Ethel Louisa,Ethel Louisa Starmer,Independent Minister,Minister,O'Melvena,Missionary,Minister,Yes,,1870,Derbyshire,East Midlands,,England,England,England,Eng/Eng,Congregational,,1965,Norfolk,,England,1892,EMCW & ESMW,Edinburgh,Scotland,1897,Edinburgh,Edinburgh,,,,Moukden,,,,China,China,NS,Mission hospital,China,NS,Mission hospital,United Presbyterian,,Worked,,,,27,95,22,5,,,
Stenhouse,Isabella,Isabella Stenhouse,Corn Merchant,Retail,Lane,Barrister,Legal,Yes,,1887,Edinburgh,SE Scotland,Q23436,Scotland,Scotland,Scotland,Scot/Scot,,,1983,London,,England,1908,ESMW,Edinburgh,Scotland,1912,Edinburgh,Edinburgh,,,,,,,,,,,,,,,,,,French Red Cross; Malta,Malta & RC,,25,96,21,4,,,
Stevenson,Dorothy Wilhelmine,Dorothy Wilhelmine Stevenson,Free Church Minister,Minister,Heynemann,Yarn merchant,Merchant,Yes,,1882,Madras,India,,India,India & Ceylon,Scotland,Scot/Scot,Presbyterian,,1970,Somerset,,England,1901,EMCW,Edinburgh,Scotland,1907,Edinburgh,Edinburgh,,,,,,,Bradford,England,,,,,,,,Born,,,,,25,88,19,6,,11.6,
Stevenson,Maud Muriel,Maud Muriel Stevenson,Minister,Minister,Gavin,Doctor,Medical,Yes,,1875,Dublin,Leinster,,Ireland,Ireland,Ireland,Ir/Ir,Presbyterian,,1957,Edinburgh,,Scotland,1892,EMCW,Edinburgh,Scotland,1901,Edinburgh,Edinburgh,,,,,"Anand, India",,Anand,India,,,,,,,EMMS,"Worked, Bombay",,,,21276,26,82,17,9,,,
Stuart,Esther Molyneux,Esther Molyneux Stuart,Shipowner,Commerce,Parkinson,Doctor,Medical,Yes,19 Jan 1877,1877,London,London,Q84,England,England,England,Eng/Eng,Anglican,4646,1912,Tyneside,,England,1892,LSMW & EMCW,Edinburgh,Scotland,1899,Edinburgh,Edinburgh,"DPH & Bhy Durham, 1902",,,,Newcastle-on-Tyne,,,,,,,,,,,,,,,,22,35,15,7,,,
Stuart,Euphemia Paterson Moncrieffe,Euphemia Paterson Moncrieffe Stuart,Solicitor,"Legal, accounts,para-legal",Brander,Doctor,Medical,Yes,,1880,Edinburgh,SE Scotland,Q23436,Scotland,Scotland,Scotland,Scot/Scot,Presbyterian,,1960,London,,England,1898,EMCW,Edinburgh,Scotland,1904,Edinburgh,Edinburgh,,,,,Fife,,,,,,,,,,,,,,,,24,80,18,6,,,
Sutcliffe,Amelia,Amelia Sutcliffe,Dyer & Finisher,Manufacturer,Sharp,Surgeon,Medical,Yes,,1878,"Ilkley, Yorks W",NE England,,England,England,England,Eng/Eng,Anglican,,1961,Leeds,,England,1897,EMCW,Edinburgh,Scotland,1903,Edinburgh,Edinburgh,,,,,Leeds,,,,,,,,,,,,,,,,25,83,19,6,,,
Theobalds,Annie Florence,Annie Florence Theobalds,Accountant,"Legal, accounts,para-legal",,,,Yes,,1874,Cheshire,NW England,,England,England,England/Anglo-Indian,Eng/SA,Anglican,,1937,Derbyshire,,England,1899,EMCW,Edinburgh,Scotland,1905,Edinburgh,Edinburgh,,,,,Buxton,,Buxton,England,,,,,,,,Mother born,,,,,31,63,25,6,,,
Thompson,Alice Maud,Alice Maud Thompson,CoE minister,Minister,,,,Yes,,1882,Brighton,South of England,,England,England,England,Eng/Eng,Anglican,,1911,Brighton,,England,1902,EMCW,Edinburgh,Scotland,1908,Edinburgh,Edinburgh,,,,,,,,,,,,,,,,,,,,,26,29,20,6,,,
Thompson,Eleanor Margaret,Eleanor Margaret Thompson,CoE minister,Minister,,,,Yes,,1877,Brighton,South of England,,England,England,England,Eng/Eng,Anglican,,1945,Brighton,,England,1900,ESMW2,Edinburgh,Scotland,1909,Edinburgh,Edinburgh,,,,,,,,,,,,,,,,,,,,,32,68,23,9,,,
Thomson,Emily Charlotte,Emily Charlotte Thomson,Schools inspector,Teacher,,,,Yes,,1863,Lahore,India,,India,India & Ceylon,Scotland/Anglo-Indian,Scot/SA,Presbyterian,,1955,Surrey,,England,1888,ESMW,Edinburgh,Scotland,1891,Edinburgh,Triple,,,Dundee,Dundee,Dundee,,Dundee,Scotland,Dundee,NS,MO Private Hospital for Women,,,,,Born,,,,20455,28,92,25,3,,,
Thomson,Lillias Jane,Lillias Jane Thomson,Schoolteacher,Teacher,,,,Yes,13 Jan 1862,1862,"Montrose, AngusForfar",Central Scotland,Q420303,Scotland,Scotland,Scotland,Scot/Scot,Presbyterian,,1953,Angus,,Scotland,1890,ESMW,Edinburgh,Scotland,1895,Edinburgh,Triple,,,Edinburgh,Edinburgh,,,Jaipur,India,Jaipur,NS,Mission hospital,Jaipur,NS,Mission hospital,UFCofS WFMS,"Worked, Rajasthan",,,,,33,91,28,5,,,
Thomson,Martha May,Martha May Thomson,Timber Merchant,Retail,,,,Yes,,1875,Edinburgh,SE Scotland,Q23436,Scotland,Scotland,Scotland,Scot/Scot,,,1955,Edinburgh,,Scotland,1897,EMCW,Edinburgh,Scotland,1902,Edinburgh,Triple,,,,,Leeds,,,,Yorkshire,DPH,AMO Huddersfield,,,,,,,,,,27,80,22,5,,,
Thomson,Ruby/Robina Blacklock,Ruby/Robina Blacklock Thomson,Doctor,Medical,,,,Yes,,1889,Hong Kong,China,,China,Other,Scotland,Scot/Scot,,,1941,London,,England,1907,ESMW2,Edinburgh,Scotland,1912,Edinburgh,Edinburgh,,,,,,,,,Stafford,NS,ASMO Staffs,London,DPH,AMOH Fulham,,,,,,,23,52,18,5,,,
Todd,Margaret Georgina,Margaret Georgina Todd,East India Agent,Dealers and Agents,,,,Yes,,1859,Glasgow,West of Scotland,Q4093,Scotland,Scotland,Scotland/Anglo-Indian,Scot/SA,,,1918,Sussex,,England,1886,ESMW,Edinburgh,Scotland,1893,Edinburgh,Triple,,,,,,,,,,,,,,,,Father; siblings born in India,,,,,34,59,27,7,,,
